! MOLECULE
o-NH3 hyperfine spectrum up to 200 cm^-1 above ground from CDMS (Dec 2020)
! MOLECULAR WEIGHT
17.0
! NUMBER OF ENERGY LEVELS
25
! LEVEL | ENERGY [CM-1] | WEIGHT | J_K_eps_F
      1        0.000000     12.0   0_0_-1_1
      2       19.096449     12.0   1_0_1_1
      3       19.096490     20.0   1_0_1_2
      4       19.096551      4.0   1_0_1_0
      5       59.619584     20.0   2_0_-1_2
      6       59.619628     28.0   2_0_-1_3
      7       59.619651     12.0   2_0_-1_1
      8       85.068155     20.0   3_3_1_2
      9       85.068177     36.0   3_3_1_4
     10       85.068233     28.0   3_3_1_3
     11       85.864377     20.0   3_3_-1_2
     12       85.864399     36.0   3_3_-1_4
     13       85.864454     28.0   3_3_-1_3
     14      118.444428     28.0   3_0_1_3
     15      118.444474     36.0   3_0_1_4
     16      118.444489     20.0   3_0_1_2
     17      164.537695     28.0   4_3_1_3
     18      164.537701     44.0   4_3_1_5
     19      164.537716     36.0   4_3_1_4
     20      165.294495     28.0   4_3_-1_3
     21      165.294501     44.0   4_3_-1_5
     22      165.294516     36.0   4_3_-1_4
     23      198.500511     36.0   4_0_-1_4
     24      198.500558     44.0   4_0_-1_5
     25      198.500568     28.0   4_0_-1_3
! NUMBER OF RADIATIVE TRANSITIONS
47
! TRANS | UP  | LOW | A_ul [s-1] |   FREQ [GHz]  |  E_up [K]
      1    2      1    1.578e-03     572.4971252     27.476
      2    3      1    1.579e-03     572.4983654     27.476
      3    4      1    1.578e-03     572.5001854     27.476
      4    5      2    1.358e-02    1214.8530337     85.779
      5    5      3    4.528e-03    1214.8517934     85.779
      6    6      3    1.813e-02    1214.8531240     85.779
      7    7      2    7.540e-03    1214.8550585     85.779
      8    7      3    5.029e-04    1214.8538182     85.779
      9    7      4    1.005e-02    1214.8519983     85.779
     10   11      8    2.280e-07      23.8701303    123.540
     11   11     10    2.852e-08      23.8678062    123.540
     12   12      9    2.413e-07      23.8701296    123.540
     13   12     10    1.607e-08      23.8684499    123.540
     14   13      8    2.038e-08      23.8724520    123.540
     15   13      9    2.067e-08      23.8718076    123.540
     16   13     10    2.159e-07      23.8701279    123.540
     17   14      5    5.281e-02    1763.5244609    170.415
     18   14      6    6.606e-03    1763.5231303    170.415
     19   15      6    5.951e-02    1763.5245171    170.415
     20   16      5    9.236e-03    1763.5262763    170.415
     21   16      6    2.640e-04    1763.5249457    170.415
     22   16      7    4.984e-02    1763.5242515    170.415
     23   17     11    5.897e-02    2358.5667240    236.733
     24   17     12    8.204e-05    2358.5660803    236.733
     25   17     13    5.163e-03    2358.5644023    236.733
     26   18     12    6.446e-02    2358.5662650    236.733
     27   19     12    4.024e-03    2358.5667145    236.733
     28   19     13    6.029e-02    2358.5650365    236.733
     29   20      8    6.253e-02    2405.1251648    237.822
     30   20      9    8.699e-05    2405.1245205    237.822
     31   20     10    5.475e-03    2405.1228407    237.822
     32   20     17    1.241e-07      22.6883106    237.822
     33   20     19    8.280e-09      22.6876764    237.822
     34   21      9    6.835e-02    2405.1247052    237.822
     35   21     18    1.277e-07      22.6883105    237.822
     36   21     19    5.312e-09      22.6878611    237.822
     37   22      9    4.267e-03    2405.1251541    237.822
     38   22     10    6.395e-02    2405.1234743    237.822
     39   22     17    6.442e-09      22.6889442    237.822
     40   22     18    6.493e-09      22.6887594    237.822
     41   22     19    1.197e-07      22.6883100    237.822
     42   23     14    1.459e-01    2400.0209850    285.598
     43   23     15    9.733e-03    2400.0195982    285.598
     44   24     15    1.559e-01    2400.0210275    285.598
     45   25     14    1.249e-02    2400.0227123    285.598
     46   25     15    1.984e-04    2400.0213255    285.598
     47   25     16    1.426e-01    2400.0208969    285.598
! NUMBER OF COLLISION PARTNERS
1
! COLLISIONS BETWEEN
2 o-NH3 + p-H2 from Loreau et al. MNRAS 526 3213 (2023) https://doi.org/10.1093/mnras/stad2979
! NUMBER OF COLLISIONAL TRANSITIONS
300
! NUMBER OF TEMPERATURES
11
! TEMPERATURES
                           5.0      10.0      20.0      30.0      40.0      50.0      60.0      70.0      80.0      90.0     100.0
! TRANS | UP  | LOW | RATE COEFFICIENT [cm3.s-1]
      1     2     1   5.51e-11  6.13e-11  6.81e-11  6.97e-11  6.98e-11  6.95e-11  6.94e-11  6.94e-11  6.96e-11  7.00e-11  7.04e-11
      2     3     1   5.51e-11  6.13e-11  6.81e-11  6.97e-11  6.98e-11  6.95e-11  6.94e-11  6.94e-11  6.96e-11  7.00e-11  7.04e-11
      3     3     2   1.87e-11  2.47e-11  2.96e-11  2.94e-11  2.77e-11  2.57e-11  2.39e-11  2.23e-11  2.09e-11  1.97e-11  1.87e-11
      4     4     1   5.51e-11  6.13e-11  6.81e-11  6.97e-11  6.98e-11  6.95e-11  6.94e-11  6.94e-11  6.96e-11  7.00e-11  7.04e-11
      5     4     2   5.54e-12  1.24e-11  1.61e-11  1.52e-11  1.35e-11  1.19e-11  1.04e-11  9.17e-12  8.15e-12  7.30e-12  6.59e-12
      6     4     3   3.85e-11  4.81e-11  5.68e-11  5.68e-11  5.40e-11  5.06e-11  4.74e-11  4.45e-11  4.19e-11  3.97e-11  3.78e-11
      7     5     1   2.26e-11  2.23e-11  2.11e-11  1.95e-11  1.82e-11  1.71e-11  1.62e-11  1.54e-11  1.48e-11  1.43e-11  1.38e-11
      8     5     2   6.28e-11  6.40e-11  6.49e-11  6.47e-11  6.44e-11  6.43e-11  6.44e-11  6.47e-11  6.51e-11  6.56e-11  6.62e-11
      9     5     3   3.13e-11  3.11e-11  2.99e-11  2.87e-11  2.78e-11  2.73e-11  2.69e-11  2.67e-11  2.66e-11  2.65e-11  2.66e-11
     10     5     4   1.89e-12  1.70e-12  1.29e-12  1.02e-12  8.44e-13  7.13e-13  6.15e-13  5.38e-13  4.76e-13  4.26e-13  3.85e-13
     11     6     1   2.26e-11  2.23e-11  2.11e-11  1.95e-11  1.82e-11  1.71e-11  1.62e-11  1.54e-11  1.48e-11  1.43e-11  1.38e-11
     12     6     2   8.11e-12  7.65e-12  6.51e-12  5.68e-12  5.11e-12  4.70e-12  4.39e-12  4.16e-12  3.97e-12  3.82e-12  3.70e-12
     13     6     3   8.48e-11  8.62e-11  8.70e-11  8.64e-11  8.58e-11  8.55e-11  8.56e-11  8.59e-11  8.64e-11  8.70e-11  8.77e-11
     14     6     4   3.11e-12  2.97e-12  2.61e-12  2.33e-12  2.13e-12  1.99e-12  1.89e-12  1.81e-12  1.75e-12  1.70e-12  1.66e-12
     15     6     5   1.13e-11  1.12e-11  1.20e-11  1.20e-11  1.16e-11  1.10e-11  1.04e-11  9.87e-12  9.37e-12  8.92e-12  8.53e-12
     16     7     1   2.26e-11  2.23e-11  2.11e-11  1.95e-11  1.82e-11  1.71e-11  1.62e-11  1.54e-11  1.48e-11  1.43e-11  1.38e-11
     17     7     2   3.65e-11  3.68e-11  3.68e-11  3.63e-11  3.59e-11  3.57e-11  3.56e-11  3.56e-11  3.58e-11  3.60e-11  3.63e-11
     18     7     3   1.66e-11  1.60e-11  1.42e-11  1.28e-11  1.19e-11  1.12e-11  1.07e-11  1.03e-11  1.00e-11  9.79e-12  9.61e-12
     19     7     4   4.30e-11  4.40e-11  4.52e-11  4.53e-11  4.53e-11  4.54e-11  4.56e-11  4.59e-11  4.63e-11  4.67e-11  4.72e-11
     20     7     5   1.93e-11  1.91e-11  2.09e-11  2.12e-11  2.07e-11  1.98e-11  1.89e-11  1.80e-11  1.71e-11  1.64e-11  1.57e-11
     21     7     6   6.98e-12  6.94e-12  6.90e-12  6.54e-12  6.06e-12  5.58e-12  5.14e-12  4.77e-12  4.44e-12  4.16e-12  3.92e-12
     22     8     1   1.72e-12  1.40e-12  9.86e-13  7.61e-13  6.25e-13  5.30e-13  4.60e-13  4.05e-13  3.61e-13  3.25e-13  2.95e-13
     23     8     2   2.76e-11  2.75e-11  2.70e-11  2.64e-11  2.60e-11  2.57e-11  2.56e-11  2.55e-11  2.55e-11  2.55e-11  2.55e-11
     24     8     3   1.50e-11  1.47e-11  1.41e-11  1.36e-11  1.33e-11  1.31e-11  1.30e-11  1.29e-11  1.29e-11  1.29e-11  1.29e-11
